
================================================================================
       Solver:Pstorm    Version: 0.1 (2023-05-02)  
================================================================================
Problem Summary: Excuted at 2023-05-04 13:59:42.765376
Dataset:.............................................a9a
Data Size:......................................n=32561, p=123
Loss Function:..................................Logistic
Regularizer:................................................Group L1
Penalty Parameter:..............................lambda=0.0057
Number of groups:..............................61

Algorithm Parameters:
 Termination Conditions:
    accuracy: -1.0 | optim scaled: True | time limits:43200.0 | epoch limits:100
 Sampling Setups: batchsize: 256 | shuffle: True
 Proximal Stepsize update: diminishing
 Compute Optimality measure: True
****************************************************************************************************
 Epoch.   Obj.    alphak     betak      #z   #nz   |egradf| |   optim     #pz    #pnz |
    49 5.212e-01 4.303e-02 2.829e-03    52     9  1.868e-04 | 4.133e-03    52      9  |
 Epoch.   Obj.    alphak     betak      #z   #nz   |egradf| |   optim     #pz    #pnz |
    50 5.211e-01 4.274e-02 2.791e-03    52     9  1.965e-04 | 4.086e-03    52      9  |
    51 5.210e-01 4.246e-02 2.754e-03    52     9  2.261e-04 | 4.041e-03    52      9  |
    52 5.209e-01 4.219e-02 2.719e-03    52     9  2.017e-04 | 3.996e-03    52      9  |
    53 5.208e-01 4.192e-02 2.684e-03    52     9  1.516e-04 | 3.954e-03    52      9  |
    54 5.207e-01 4.166e-02 2.650e-03    52     9  1.809e-04 | 3.912e-03    52      9  |
    55 5.206e-01 4.140e-02 2.618e-03    52     9  1.585e-04 | 3.872e-03    52      9  |
    56 5.206e-01 4.116e-02 2.586e-03    52     9  1.563e-04 | 3.833e-03    52      9  |
    57 5.205e-01 4.091e-02 2.556e-03    52     9  1.453e-04 | 3.795e-03    52      9  |
    58 5.204e-01 4.068e-02 2.526e-03    52     9  1.357e-04 | 3.758e-03    52      9  |
    59 5.203e-01 4.045e-02 2.497e-03    52     9  1.527e-04 | 3.723e-03    52      9  |
    60 5.203e-01 4.022e-02 2.469e-03    52     9  9.821e-05 | 3.687e-03    52      9  |
    61 5.202e-01 4.000e-02 2.442e-03    52     9  1.344e-04 | 3.654e-03    52      9  |
    62 5.201e-01 3.978e-02 2.415e-03    52     9  1.152e-04 | 3.621e-03    52      9  |
    63 5.201e-01 3.957e-02 2.390e-03    52     9  2.222e-04 | 3.589e-03    52      9  |
    64 5.200e-01 3.937e-02 2.364e-03    52     9  1.523e-04 | 3.558e-03    52      9  |
    65 5.199e-01 3.916e-02 2.340e-03    52     9  1.181e-04 | 3.527e-03    52      9  |
    66 5.199e-01 3.896e-02 2.316e-03    52     9  1.442e-04 | 3.498e-03    52      9  |
    67 5.198e-01 3.877e-02 2.293e-03    52     9  2.569e-04 | 3.469e-03    52      9  |
    68 5.198e-01 3.858e-02 2.270e-03    53     8  1.563e-04 | 3.171e-03    53      8  |
    69 5.197e-01 3.839e-02 2.248e-03    53     8  1.617e-04 | 3.135e-03    53      8  |
    70 5.197e-01 3.821e-02 2.226e-03    53     8  1.481e-04 | 3.104e-03    53      8  |
    71 5.196e-01 3.803e-02 2.205e-03    53     8  1.372e-04 | 3.073e-03    53      8  |
    72 5.196e-01 3.785e-02 2.185e-03    53     8  1.193e-04 | 3.047e-03    53      8  |
    73 5.195e-01 3.768e-02 2.164e-03    53     8  1.701e-04 | 3.021e-03    53      8  |
    74 5.195e-01 3.751e-02 2.145e-03    53     8  1.765e-04 | 2.996e-03    53      8  |
    75 5.194e-01 3.734e-02 2.126e-03    53     8  1.343e-04 | 2.972e-03    53      8  |
    76 5.194e-01 3.718e-02 2.107e-03    53     8  1.111e-04 | 2.949e-03    53      8  |
    77 5.194e-01 3.701e-02 2.088e-03    53     8  1.393e-04 | 2.927e-03    53      8  |
    78 5.193e-01 3.686e-02 2.070e-03    53     8  1.860e-04 | 2.907e-03    53      8  |
