
================================================================================
       Solver:ProxSVRG    Version: 0.1 (2023-05-02)  
================================================================================
Problem Summary: Excuted at 2023-05-04 14:21:44.972992
Dataset:.............................................a9a
Data Size:......................................n=32561, p=123
Loss Function:..................................Logistic
Regularizer:................................................Group L1
Penalty Parameter:..............................lambda=0.0057
Number of groups:..............................61

Algorithm Parameters:
 Termination Conditions:
    accuracy: -1.0 | optim scaled: True | time limits:43200.0 | epoch limits:100
 Sampling Setups: batchsize: 256 | shuffle: True
 Proximal Stepsize update: const
 Compute Optimality measure: True
****************************************************************************************************
 Epoch.   Obj.    alphak      #z   #nz   |egradf| |   optim     #pz    #pnz |
    56 5.153e-01 4.000e-01    56     5  5.224e-06 | 2.321e-04    56      5  |
    57 5.153e-01 4.000e-01    56     5  1.112e-05 | 2.230e-04    56      5  |
    58 5.153e-01 4.000e-01    56     5  6.037e-06 | 2.143e-04    56      5  |
    59 5.153e-01 4.000e-01    56     5  5.654e-06 | 2.061e-04    56      5  |
    60 5.153e-01 4.000e-01    56     5  5.706e-06 | 1.982e-04    56      5  |
    61 5.153e-01 4.000e-01    56     5  7.111e-06 | 1.907e-04    56      5  |
    62 5.153e-01 4.000e-01    56     5  5.763e-06 | 1.836e-04    56      5  |
    63 5.153e-01 4.000e-01    56     5  5.524e-06 | 1.767e-04    56      5  |
    64 5.153e-01 4.000e-01    56     5  8.995e-06 | 1.702e-04    56      5  |
    65 5.153e-01 4.000e-01    56     5  3.519e-06 | 1.639e-04    56      5  |
    66 5.153e-01 4.000e-01    56     5  4.203e-06 | 1.579e-04    56      5  |
    67 5.153e-01 4.000e-01    56     5  6.407e-06 | 1.522e-04    56      5  |
    68 5.153e-01 4.000e-01    56     5  4.443e-06 | 1.467e-04    56      5  |
    69 5.153e-01 4.000e-01    56     5  3.918e-06 | 1.414e-04    56      5  |
    70 5.153e-01 4.000e-01    56     5  4.165e-06 | 1.363e-04    56      5  |
    71 5.153e-01 4.000e-01    56     5  5.923e-06 | 1.315e-04    56      5  |
    72 5.153e-01 4.000e-01    56     5  5.679e-06 | 1.268e-04    56      5  |
    73 5.153e-01 4.000e-01    56     5  4.216e-06 | 1.223e-04    56      5  |
    74 5.153e-01 4.000e-01    56     5  3.316e-06 | 1.180e-04    56      5  |
    75 5.153e-01 4.000e-01    56     5  2.534e-06 | 1.139e-04    56      5  |
    76 5.153e-01 4.000e-01    56     5  3.139e-06 | 1.099e-04    56      5  |
    77 5.153e-01 4.000e-01    56     5  2.597e-06 | 1.061e-04    56      5  |
    78 5.153e-01 4.000e-01    56     5  2.413e-06 | 1.025e-04    56      5  |
    79 5.153e-01 4.000e-01    56     5  3.435e-06 | 9.893e-05    56      5  |
    80 5.153e-01 4.000e-01    56     5  3.439e-06 | 9.553e-05    56      5  |
    81 5.153e-01 4.000e-01    56     5  2.909e-06 | 9.227e-05    56      5  |
    82 5.153e-01 4.000e-01    56     5  3.012e-06 | 8.912e-05    56      5  |
    83 5.153e-01 4.000e-01    56     5  2.580e-06 | 8.610e-05    56      5  |
    84 5.153e-01 4.000e-01    56     5  2.944e-06 | 8.318e-05    56      5  |
    85 5.153e-01 4.000e-01    56     5  1.847e-06 | 8.038e-05    56      5  |
    86 5.153e-01 4.000e-01    56     5  1.926e-06 | 7.767e-05    56      5  |
    87 5.153e-01 4.000e-01    56     5  2.149e-06 | 7.507e-05    56      5  |
    88 5.153e-01 4.000e-01    56     5  1.812e-06 | 7.255e-05    56      5  |
    89 5.153e-01 4.000e-01    56     5  1.638e-06 | 7.013e-05    56      5  |
    90 5.153e-01 4.000e-01    56     5  2.475e-06 | 6.780e-05    56      5  |
    91 5.153e-01 4.000e-01    56     5  1.820e-06 | 6.555e-05    56      5  |
    92 5.153e-01 4.000e-01    56     5  2.498e-06 | 6.337e-05    56      5  |
    93 5.153e-01 4.000e-01    56     5  2.305e-06 | 6.128e-05    56      5  |
    94 5.153e-01 4.000e-01    56     5  1.317e-06 | 5.926e-05    56      5  |
    95 5.153e-01 4.000e-01    56     5  2.378e-06 | 5.731e-05    56      5  |
    96 5.153e-01 4.000e-01    56     5  2.025e-06 | 5.543e-05    56      5  |
    97 5.153e-01 4.000e-01    56     5  2.517e-06 | 5.361e-05    56      5  |
    98 5.153e-01 4.000e-01    56     5  1.126e-06 | 5.185e-05    56      5  |
    99 5.153e-01 4.000e-01    56     5  1.405e-06 | 5.016e-05    56      5  |
   100 5.153e-01 4.000e-01    56     5  1.332e-06 | 4.853e-05    56      5  |

==============================
Exit: Iteration limit reached

Final Results
==============================
Epochs:100
# Data pass:200
CPU seconds:6.7912
# zero groups(best):56
# zero groups(end):56
Obj. F(best):5.152741e-01
Obj. F(end):5.152741e-01
Optim.(end):4.852663e-05
